Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:303:6500:f551:ab30:f68d:5cd9,Espírito Santo,2022-03-12T03:22:23.118Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.223.180,Espírito Santo,2022-03-09T04:22:30.495Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.107,Espírito Santo,2022-03-08T05:19:48.624Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.107,Espírito Santo,2022-03-04T01:54:27.303Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-03-01T04:28:27.642Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-02-28T23:37:17.792Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-02-28T13:49:43.977Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.196.34,Espírito Santo,2022-02-28T13:28:56.117Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.192.152,Espírito Santo,2022-02-28T06:36:25.521Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.222.181,Espírito Santo,2022-02-28T02:41:57.810Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.201.112,Espírito Santo,2022-02-28T02:25:14.058Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.222.181,Espírito Santo,2022-02-27T23:48:00.498Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.222.181,Espírito Santo,2022-02-24T19:56:02.577Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.222.181,Espírito Santo,2022-02-24T13:53:08.398Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.222.181,Espírito Santo,2022-02-23T01:06:40.145Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.222.181,Espírito Santo,2022-02-11T23:28:54.141Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.222.181,Espírito Santo,2022-02-11T21:02:44.257Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.199.118,Espírito Santo,2022-02-11T16:20:07.480Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.118,Espírito Santo,2022-02-11T16:08:23.211Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.199.118,Espírito Santo,2022-02-11T00:40:13.885Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.118,Espírito Santo,2022-02-07T01:07:57.771Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:11e4:312:c600:85fa:3e56:98f2:c07f,Espírito Santo,2022-02-04T20:47:04.869Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.199.118,Espírito Santo,2022-02-01T23:05:19.905Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:11e4:354:100:3845:c6c9:c012:bd98,Espírito Santo,2022-01-29T19:59:43.871Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:9b55:7286:b3fd:7cd3,Espírito Santo,2022-01-13T13:48:30.028Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:9b55:7286:b3fd:7cd3,Espírito Santo,2022-01-13T05:06:05.450Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:797d:6c1b:dbf6:53fa,Espírito Santo,2022-01-13T03:01:41.272Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:bcc5:fd67:8cce:aad6,Espírito Santo,2022-01-10T02:38:23.282Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.201.112,Espírito Santo,2022-01-08T02:50:51.845Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.199.118,Espírito Santo,2022-01-07T02:06:46.803Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:5475:c7f2:f431:5a4e,Espírito Santo,2022-01-05T23:32:07.924Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:7119:87d9:aca4:2d45,Espírito Santo,2022-01-05T13:40:19.897Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:b116:6f9c:1791:e85d,Espírito Santo,2022-01-05T12:22:46.318Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:2455:2c9d:3906:6f8a,Espírito Santo,2022-01-05T04:14:09.919Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:2455:2c9d:3906:6f8a,Espírito Santo,2022-01-04T22:06:22.597Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:9388:fc8e:5a65:4b47,Espírito Santo,2022-01-03T23:53:19.440Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:9b91:e303:6a87:cec,Espírito Santo,2021-12-31T18:49:19.160Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.199.118,Espírito Santo,2021-12-31T02:16:50.297Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:c2a2:e401:97f8:b037,Espírito Santo,2021-12-26T22:01:08.641Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:19dc:e74:5da5:9eba,Espírito Santo,2021-12-26T16:59:05.193Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:bda0:57e9:bb53:47ba,Espírito Santo,2021-12-24T17:00:17.687Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:42f4:90a6:fb37:f3f4,Espírito Santo,2021-12-24T13:01:45.105Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:42f4:90a6:fb37:f3f4,Espírito Santo,2021-12-24T04:55:09.953Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:7f0:d4e2:5a44:e00,Espírito Santo,2021-12-23T12:00:36.818Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:7f0:d4e2:5a44:e00,Espírito Santo,2021-12-23T04:30:12.618Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.199.118,Espírito Santo,2021-12-21T22:27:03.679Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:8a3e:af0d:40e0:5b33,Espírito Santo,2021-12-20T04:07:27.941Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:b0a7:8183:4f18:74cd,Espírito Santo,2021-12-19T08:22:59.445Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:30b:7800:1d55:a6cc:eae1:100f,Espírito Santo,2021-12-17T16:32:11.438Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.199.118,Espírito Santo,2021-12-16T15:09:33.618Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:c75:1e8a:8d0:7166,Espírito Santo,2021-12-15T03:38:53.864Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:18:585b:369d:3133:4260:b7d4:99e1,Rio de Janeiro,2021-12-14T20:56:23.477Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:60db:f752:e8b4:10a8,Espírito Santo,2021-12-14T10:54:30.866Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:60db:f752:e8b4:10a8,Espírito Santo,2021-12-14T03:27:31.199Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.199.118,Espírito Santo,2021-12-13T19:46:59.682Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:11e4:306:8100:4c2f:c968:5db6:33d5,Espírito Santo,2021-12-13T13:39:22.866Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:8100:8c0c:74cd:7411:5fe8,Espírito Santo,2021-12-13T12:48:34.420Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.199.118,Espírito Santo,2021-12-13T09:54:21.758Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.118,Espírito Santo,2021-12-13T06:17:01.982Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.199.118,Espírito Santo,2021-12-13T01:07:30.597Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.118,Espírito Santo,2021-12-11T13:50:14.667Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.196.185,Espírito Santo,2021-12-09T15:41:03.826Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.185,Espírito Santo,2021-12-09T05:20:29.955Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.185,Espírito Santo,2021-12-09T02:44:32.098Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.196.185,Espírito Santo,2021-12-07T23:51:58.391Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.185,Espírito Santo,2021-12-07T12:55:12.024Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.185,Espírito Santo,2021-12-04T23:40:04.636Z
NFANDROID1-PRV-P-L3-SAMSUSM-G975F-22589-0F1A2B1DDC793B418F7EDEC7B33900B5251A9E8A001D0A2813B42CF93473EDE85,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,177.91.196.185,Espírito Santo,2021-12-02T21:10:58.740Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.185,Espírito Santo,2021-11-29T22:50:15.898Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.196.185,Espírito Santo,2021-11-24T05:54:00.048Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.196.185,Espírito Santo,2021-11-22T16:29:29.177Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.185,Espírito Santo,2021-11-20T04:56:48.528Z
NFANDROID1-PRV-P-L3-SAMSUSM-G975F-22589-0F1A2B1DDC793B418F7EDEC7B33900B5251A9E8A001D0A2813B42CF93473EDE85,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:18:484d:d9a:1:0:f85b:f763,Espírito Santo,2021-11-17T20:52:02.690Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.185,Espírito Santo,2021-11-17T03:39:43.711Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.185,Espírito Santo,2021-11-16T23:15:27.961Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.209,Espírito Santo,2021-11-16T14:55:49.605Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.209,Espírito Santo,2021-11-16T12:41:20.351Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.213.209,Espírito Santo,2021-11-15T18:01:09.705Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.213.209,Espírito Santo,2021-11-10T01:03:15.860Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.213.209,Espírito Santo,2021-11-08T02:47:59.120Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.209,Espírito Santo,2021-11-02T17:23:09.508Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.213.209,Espírito Santo,2021-11-02T00:30:15.569Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,PT,Apple iPhone XR,Apple iPhone XR,88.214.186.251,Lisbon,2021-10-31T21:23:09.784Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.213.209,Espírito Santo,2021-10-31T00:56:01.236Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.213.209,Espírito Santo,2021-10-29T22:24:43.469Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.200.242,Espírito Santo,2021-10-28T02:07:18.189Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.200.242,Espírito Santo,2021-10-27T18:43:39.972Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.200.242,Espírito Santo,2021-10-25T21:55:51.119Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.200.242,Espírito Santo,2021-10-21T15:29:33.068Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-10-20T22:15:22.907Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-10-08T23:29:55.503Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-10-06T18:44:25.618Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:5451:4cfd:6c50:c394,Espírito Santo,2021-10-06T18:39:05.817Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-10-06T18:39:03.415Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-09-24T16:22:03.029Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.200.242,Espírito Santo,2021-09-21T11:59:23.102Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.200.242,Espírito Santo,2021-09-21T05:21:34.553Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-09-21T00:42:20.583Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-09-19T00:25:48.826Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:e4e5:17f0:55bd:9c6,Espírito Santo,2021-09-17T15:35:09.085Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.200.242,Espírito Santo,2021-09-16T23:45:13.415Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:7028:4f80:a2eb:9984,Espírito Santo,2021-09-16T22:46:03.895Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:203c:c205:f194:ab71,Espírito Santo,2021-09-15T23:27:00.609Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.200.242,Espírito Santo,2021-09-15T01:43:17.663Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:44cf:f96b:26fd:b91d,Espírito Santo,2021-09-14T22:39:39.816Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:307:db00:4418:107f:a29d:69e6,Espírito Santo,2021-09-14T16:00:52.116Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.200.242,Espírito Santo,2021-09-14T12:07:11.898Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.200,Espírito Santo,2021-09-14T02:48:11.337Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:306:b200:74ce:2547:43b6:e40f,Espírito Santo,2021-09-14T00:32:32.208Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.200,Espírito Santo,2021-09-13T23:26:49.600Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.199.200,Espírito Santo,2021-09-13T20:57:40.046Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.199.200,Espírito Santo,2021-09-12T14:59:47.462Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.199.200,Espírito Santo,2021-09-11T23:24:40.659Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.200,Espírito Santo,2021-08-31T15:14:33.137Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.199.200,Espírito Santo,2021-08-31T13:11:00.296Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.199.200,Espírito Santo,2021-08-31T07:38:46.147Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.192.187,Espírito Santo,2021-08-31T03:11:03.457Z
NFCDCH-LX-GWH52ENQ7WMTHDP2JJY6JQQN53P5L3,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,177.91.192.187,Espírito Santo,2021-08-30T22:42:09.389Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.192.187,Espírito Santo,2021-08-30T22:23:29.170Z
NFCDCH-02-HA3C18RR21VN375Q4G3EGNMPYCD53V,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),200.137.80.130,Espírito Santo,2021-08-30T12:26:12.934Z
